Index of Economic Freedom -- Explore the Data
Source: The Heritage Foundation
http://www.heritage.org/index

Country,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Costa Rica,2003,67,50,45,N/A,83.2,83.6,N/A,70,N/A,74,77.6,70,50
Costa Rica,2002,67.5,50,54,N/A,83.3,85.5,N/A,70,N/A,74.2,71,70,50
Costa Rica,2001,67.6,50,51,N/A,83.2,88,N/A,70,N/A,74.3,71.8,70,50
Costa Rica,2000,68.4,50,56,N/A,83.2,88,N/A,70,N/A,72.5,75.6,70,50
Costa Rica,1999,67.4,50,65,N/A,83.2,85.9,N/A,70,N/A,70.4,63,70,50
Costa Rica,1998,65.6,50,50,N/A,82.4,87,N/A,70,N/A,67.7,63,70,50
Costa Rica,1997,65.6,50,50,N/A,82.7,87.9,N/A,70,N/A,67,63,70,50
Costa Rica,1996,66.4,50,50,N/A,82.5,90.5,N/A,70,N/A,71.9,63,70,50
Costa Rica,1995,68,50,50,N/A,82.6,90.8,N/A,70,N/A,70.9,78,70,50
Cuba,2025,25.4,29.9,33.4,14.3,51.9,0,0,42.3,20,20,72.8,10,10
Cuba,2024,25.7,30.1,36.2,15.2,51.9,0,0,41.5,20,20.3,72.8,10,10
Cuba,2023,24.3,31.7,15.5,36.6,51.9,0,0,41.1,20,15.3,59.6,10,10
Cuba,2022,29.5,31.5,39.9,15.6,48.4,0,11.4,41.1,20,61.8,64,10,10
Cuba,2021,28.1,27.7,48.7,10,47.1,0,14.6,20,20,64.6,64.2,10,10
Cuba,2020,26.9,20.1,38.7,10,49.5,0,14.8,20,20,64.1,65.6,10,10
Cuba,2019,27.8,31.6,37.7,10,48.8,0,15.6,20,20,65.6,64,10,10
Cuba,2018,31.9,29.7,38.1,10,49,0,64.4,20,20,66.4,64.7,10,10
Cuba,2017,33.9,32.4,41.8,10,51.3,0,81.2,20,20,66,64.5,10,10
Cuba,2016,29.8,10,46,N/A,52.1,0,N/A,20,20,65.2,64.6,10,10
Cuba,2015,29.6,10,46,N/A,61.8,0,N/A,20,20,64.8,63.8,0,10
Cuba,2014,28.7,10,41.2,N/A,60,0,N/A,20,20,65.8,60,0,10
Cuba,2013,28.5,10,42,N/A,62.7,0,N/A,10,20,67.4,62.7,0,10
Cuba,2012,28.3,10,37,N/A,61.5,0,N/A,10,20,71.3,62.7,0,10
Cuba,2011,27.7,10,44,N/A,49,0,N/A,10,20,71.6,62.2,0,10
Cuba,2010,26.7,10,43,N/A,45.9,0,N/A,10,20,66.7,61.7,0,10
Cuba,2009,27.9,10,42,N/A,45.9,0,N/A,10,20,67,64.4,10,10
Cuba,2008,27.5,10,35,N/A,54.8,0,N/A,10,20,64.6,60.8,10,10
Cuba,2007,28.6,10,38,N/A,51.7,10,N/A,10,20,65.8,60.2,10,10
Cuba,2006,29.3,10,37,N/A,44.2,0,N/A,10,20,71.5,60.2,30,10
Cuba,2005,35.5,10,46,N/A,46.7,5.9,N/A,55,20,70.6,61.2,30,10
Cuba,2004,34.4,10,10,N/A,49.9,14.8,N/A,55,N/A,66.4,63.6,30,10
Cuba,2003,35.1,10,10,N/A,50.9,18.3,N/A,55,N/A,68.3,63.8,30,10
Cuba,2002,32.4,10,10,N/A,46.5,12.5,N/A,40,N/A,72,60.6,30,10
Cuba,2001,31.6,10,10,N/A,46.5,0,N/A,40,N/A,77,60.6,30,10
Cuba,2000,31.3,10,10,N/A,47.6,0,N/A,40,N/A,73.2,60.6,30,10
Cuba,1999,29.7,10,10,N/A,47.6,10.2,N/A,40,N/A,69.2,60.6,10,10
Cuba,1998,28.2,10,10,N/A,47.6,0,N/A,40,N/A,65.4,60.6,10,10
Cuba,1997,27.8,10,10,N/A,47.6,0,N/A,40,N/A,62.9,60,10,10
Cuba,1996,27.8,10,10,N/A,47.6,0,N/A,40,N/A,62.9,60,10,10
Cuba,1995,27.8,10,10,N/A,47.6,0,N/A,40,N/A,62.9,60,10,10
Dominica,2025,55.3,68.9,59.9,82.9,76.1,0,26.4,68,49.9,76.8,54.6,60,40
Dominica,2024,54,67.9,59.4,82.7,76.4,0,7.4,63.7,49.9,75.8,54.8,70,40
Dominica,2023,59.7,69.1,82.7,57.9,76.4,3.1,56.7,63.8,59.5,82.6,54.8,70,40
Dominica,2022,54.4,68.1,56.2,81.6,71.6,8.5,1.1,55.8,59,84.9,55.6,70,40
Dominica,2021,53,51.2,51,66.3,70,7.4,6.1,68.4,67,82.4,55.6,70,40
Dominica,2020,60.8,59.8,51.2,62.6,70.5,16,86.2,70.4,60.7,83.5,68.4,70,30
Dominica,2019,63.6,49.2,54.5,63.8,72.1,53.5,84.7,70.7,60.4,85.7,68.2,70,30
Dominica,2018,64.5,48.6,49.9,69.2,72.9,64.8,85.2,71.7,57.7,86.6,62.6,75,30
Dominica,2017,63.7,43.8,40.9,67.7,73.2,67.5,72.6,72.1,59,89.5,72.6,75,30
Dominica,2016,67,60,58,N/A,74,68.5,N/A,73.3,68.7,90.1,72.6,75,30
Dominica,2015,66.1,60,58,N/A,73.6,61.5,N/A,71.6,68.7,89.5,72.8,75,30
Dominica,2014,65.2,60,53.5,N/A,72.9,61.7,N/A,75,70.7,85.8,72.7,70,30
Dominica,2013,63.9,60,52,N/A,72,50.1,N/A,77,68.8,85.3,74.3,70,30
Dominica,2012,61.6,60,52,N/A,68.8,43.8,N/A,80.5,61.9,85,74.3,60,30
Dominica,2011,63.3,65,59,N/A,69.5,45.8,N/A,74.8,62.8,86.3,74.3,65,30
Dominica,2010,63.2,65,60,N/A,67.7,49.8,N/A,75.4,65.2,80,74.3,65,30
Dominica,2009,62.6,60,56,N/A,67.4,52.2,N/A,76.4,70,79.8,74.2,60,30
Dominica,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,2025,64.3,56.3,38.5,58.2,84.6,89.5,77,75.6,53.1,69.4,68.8,60,40
Dominican Republic,2024,62.9,55.5,35.9,58.6,84.4,88.3,57.6,75.5,53.3,66.9,68.4,70,40
Dominican Republic,2023,62.6,55.1,56.6,33.2,84.9,89.1,61.9,72.1,53,68.8,67,70,40
Dominican Republic,2022,63,54,30.8,55.9,84.6,89.9,66.8,68.1,52.9,73.5,69,70,40
Dominican Republic,2021,62.1,51.2,34.6,28.8,84.6,91.7,84.4,56.4,58.7,75.3,69.4,70,40
Dominican Republic,2020,60.9,55.8,31.2,18.2,84.5,90.5,82.4,50.3,57.5,73.5,76.6,70,40
Dominican Republic,2019,61,50.6,23.2,18.1,84.6,90.3,89.9,51.9,57.6,79.7,75.8,70,40
Dominican Republic,2018,61.6,51.7,26.2,23.1,84.6,90.6,90.5,53.2,54.3,77.1,72.4,75,40
Dominican Republic,2017,62.9,56.1,30.9,25.3,84.6,90.2,90.1,52.8,56.2,76.7,77,75,40
Dominican Republic,2016,61,25,32,N/A,84.5,90.2,N/A,56.6,56.5,73.1,77.2,75,40
Dominican Republic,2015,61,30,29,N/A,84.1,87.1,N/A,53.5,57.5,76,77.8,75,40
Dominican Republic,2014,61.3,30,27.3,N/A,83.7,92.3,N/A,56.1,55.2,75.7,77.8,75,40
Dominican Republic,2013,59.7,30,26,N/A,83.7,92.6,N/A,53.7,55.6,72.9,77.8,65,40
Dominican Republic,2012,60.2,30,30,N/A,85.8,91.4,N/A,55.5,58.7,75.1,80.1,55,40
Dominican Republic,2011,60,30,30,N/A,85.3,89.1,N/A,56.4,57.1,77.1,79.8,55,40
Dominican Republic,2010,60.3,30,30,N/A,85.3,90.2,N/A,62.4,59.6,70.8,80,55,40
Dominican Republic,2009,59.2,30,30,N/A,85.2,91.1,N/A,63.7,55.1,74.1,73,50,40
Dominican Republic,2008,57.7,30,28,N/A,80.4,88.8,N/A,62.6,54.9,69.3,73,50,40
Dominican Republic,2007,56.8,30,30,N/A,79.7,90.2,N/A,56.7,54.2,63.2,73.8,50,40
Dominican Republic,2006,56.3,30,29,N/A,85.4,90.1,N/A,57,54.5,49.3,67.4,50,50
Dominican Republic,2005,55.1,30,33,N/A,84.9,89.7,N/A,55,56.9,56.5,64.8,50,30
Dominican Republic,2004,54.6,30,35,N/A,85,92.8,N/A,55,N/A,69.1,44.4,50,30
Dominican Republic,2003,57.8,30,31,N/A,85.3,93.5,N/A,55,N/A,71.7,53.4,50,50
Dominican Republic,2002,58.6,30,30,N/A,85.3,93.3,N/A,55,N/A,73.1,60.8,50,50
Dominican Republic,2001,59.1,30,30,N/A,85.3,93.3,N/A,55,N/A,79.2,59.4,50,50
Dominican Republic,2000,59,30,30,N/A,85.3,93.3,N/A,55,N/A,79.9,57.8,50,50
Dominican Republic,1999,58.1,30,30,N/A,85.8,91.2,N/A,55,N/A,77.1,54.2,50,50
Dominican Republic,1998,58.1,30,30,N/A,85.7,91.8,N/A,55,N/A,77.8,52.2,50,50
Dominican Republic,1997,53.5,30,30,N/A,85.7,89.6,N/A,55,N/A,74.2,17,50,50
Dominican Republic,1996,58.1,30,30,N/A,85.4,89.3,N/A,55,N/A,78,55,50,50
Dominican Republic,1995,55.8,30,30,N/A,84.3,95.3,N/A,55,N/A,76.2,31,50,50
Ecuador,2025,55.8,30.5,33.8,48,76.6,54.9,89.3,66.6,57.4,75.3,67.2,30,40
Ecuador,2024,55,32.9,34.9,48.5,74.7,55.1,79.9,65,57,75.3,66.4,30,40
Ecuador,2023,55,31.6,46.9,36.5,74.8,60.3,66.4,64,56.5,82.2,65.6,35,40
Ecuador,2022,54.3,31.4,37.2,47.3,77.5,59.7,63.1,60.3,57.3,81.5,61,35,40
Ecuador,2021,52.4,39.5,38.5,24.7,77.1,58.5,75.9,50.4,47.9,81.7,59.8,35,40
Ecuador,2020,51.3,40.4,33.4,20.7,77.5,57.9,62.3,53.8,48,81,66,35,40
Ecuador,2019,46.9,35.9,25.3,20.2,77,55.5,32.1,54.1,48.2,73.5,66.4,35,40
Ecuador,2018,48.5,36.7,30.2,23.3,79.4,52.5,47,55.6,43.7,70.1,68.8,35,40
Ecuador,2017,49.3,38.7,33.9,22.3,79.1,46.1,56.4,55.4,47.3,67.7,69.7,35,40
Ecuador,2016,48.6,15,33,N/A,79.2,41.8,N/A,55.5,51.6,68.1,71.4,30,40
Ecuador,2015,49.2,15,35,N/A,79.1,51,N/A,51.4,51.3,68.2,71.4,30,40
Ecuador,2014,48,20,26,N/A,79.8,41.8,N/A,52.8,52,66.1,71.8,30,40
Ecuador,2013,46.9,20,27,N/A,80.1,47.3,N/A,51.5,48,66.9,68.1,20,40
Ecuador,2012,48.3,20,25,N/A,78.3,64.3,N/A,54.1,41,66.8,68.1,25,40
Ecuador,2011,47.1,20,22,N/A,78.9,50.1,N/A,53.5,40.1,64.9,76,25,40
Ecuador,2010,49.3,20,20,N/A,79.3,77.5,N/A,52.9,42.2,63.9,71.8,25,40
Ecuador,2009,52.5,25,21,N/A,85.8,83.1,N/A,54,38.3,75,72.6,30,40
Ecuador,2008,55.2,30,23,N/A,86.4,82.3,N/A,58.7,40.3,74.1,67.6,40,50
Ecuador,2007,55.3,30,25,N/A,86.5,81.7,N/A,58.8,39.8,74.5,67,30,60
Ecuador,2006,54.6,30,24,N/A,86.2,84.5,N/A,58.2,39.7,76.1,67,30,50
Ecuador,2005,52.9,30,22,N/A,85,84.5,N/A,55,39.8,68.3,64,30,50
Ecuador,2004,54.4,30,22,N/A,85.4,76.8,N/A,55,N/A,57.6,62.4,50,50
Ecuador,2003,54.1,30,23,N/A,86.3,85.7,N/A,55,N/A,43.8,62.8,50,50
Ecuador,2002,53.1,30,26,N/A,86.7,84.1,N/A,55,N/A,33.4,62.4,70,30
Ecuador,2001,55.1,30,24,N/A,90.8,85.5,N/A,55,N/A,51.9,59,70,30
Ecuador,2000,59.8,50,23,N/A,86.6,78.1,N/A,55,N/A,58.3,67,70,50
Ecuador,1999,62.9,50,32,N/A,87,91.4,N/A,55,N/A,61.3,69,70,50
Ecuador,1998,62.8,50,32,N/A,86.9,90.9,N/A,55,N/A,63.8,67,70,50
Ecuador,1997,61,50,30,N/A,78.2,91,N/A,55,N/A,57.7,67,70,50
Ecuador,1996,60.1,50,30,N/A,79,92.5,N/A,55,N/A,53,61,70,50
Ecuador,1995,57.7,50,10,N/A,81.8,94.9,N/A,55,N/A,46.3,61,70,50
El Salvador,2025,56.6,43.2,30.9,14.6,78.2,72.2,56.1,62.7,54.9,66.2,70.4,70,60
El Salvador,2024,54.4,41.6,33.6,14.4,76.6,71.7,42.8,62.5,54.8,64.9,70,60,60
El Salvador,2023,56,43,31.8,34.6,77.2,71.6,35.8,64.7,54.6,70.2,68.6,60,60
El Salvador,2022,59.6,43.2,36.1,46.8,77.7,74.7,50.3,65,54.6,76.8,69.4,60,60
El Salvador,2021,61,39.9,34.2,33.5,77.9,81,79.6,52.4,52.2,81,70.8,70,60
El Salvador,2020,61.6,41.6,31.6,30.1,77.8,82.8,80,53.6,52.3,78.6,80.8,70,60
El Salvador,2019,61.8,37.6,23.4,29.1,78.1,86.3,81.9,57.2,53.1,79,81.4,75,60
El Salvador,2018,63.2,37.3,25.2,35.4,78.9,86.3,78.5,58.2,52.9,79.8,86.4,80,60
El Salvador,2017,64.1,45.3,31.7,35.4,79,85.9,74.7,57.3,54.5,79.2,86.5,80,60
El Salvador,2016,65.1,35,39,N/A,79.1,85.3,N/A,56,52.6,83.4,85.8,75,60
El Salvador,2015,65.7,35,38,N/A,79.4,85.5,N/A,53.3,53.3,82.5,85.2,75,70
El Salvador,2014,66.2,40,34.3,N/A,79.6,85.8,N/A,59.6,63.3,80,79,70,70
El Salvador,2013,66.7,40,34,N/A,85.7,85.4,N/A,61.8,62,79.6,79,70,70
El Salvador,2012,68.7,40,36,N/A,85.5,91.1,N/A,63.2,65.3,82.1,79,75,70
El Salvador,2011,68.8,40,34,N/A,85.8,88,N/A,65.5,64.9,79.9,85,75,70
El Salvador,2010,69.9,50,39,N/A,85.7,89.2,N/A,67.4,64.5,74.1,83.8,75,70
El Salvador,2009,69.8,50,40,N/A,85.7,87.9,N/A,67.3,67.5,77.4,81.8,70,70
El Salvador,2008,68.5,50,40,N/A,83.4,88.7,N/A,59.5,69.9,76.8,76.6,70,70
El Salvador,2007,68.9,50,42,N/A,83.5,90,N/A,60.2,69,77.7,76.6,70,70
El Salvador,2006,69.6,50,42,N/A,86.2,92.2,N/A,57.9,68.6,82.9,76.4,70,70
El Salvador,2005,71.5,50,37,N/A,83.5,92.7,N/A,85,68.1,85.6,72.8,70,70
El Salvador,2004,71.2,50,34,N/A,83.6,90.8,N/A,85,N/A,85.2,72.2,70,70
El Salvador,2003,71.5,50,36,N/A,83.7,93.1,N/A,85,N/A,83.8,72,70,70
El Salvador,2002,73,50,41,N/A,83.7,93.3,N/A,85,N/A,86.3,77.4,70,70
El Salvador,2001,73,50,39,N/A,83.7,94.1,N/A,85,N/A,87.6,77.2,70,70
El Salvador,2000,76.3,70,36,N/A,83.7,94.1,N/A,85,N/A,82.9,75,90,70
El Salvador,1999,75.1,70,50,N/A,83.6,90.3,N/A,70,N/A,79.1,73,90,70
El Salvador,1998,70.2,50,50,N/A,83.5,91.9,N/A,70,N/A,75.1,71,70,70
El Salvador,1997,70.5,50,50,N/A,83.6,92,N/A,70,N/A,74.1,75,70,70
El Salvador,1996,70.1,50,50,N/A,83.7,92,N/A,70,N/A,72.5,73,70,70
El Salvador,1995,69.1,50,50,N/A,83.8,93.6,N/A,70,N/A,69.4,65,70,70
Guatemala,2025,63.4,38.7,22.6,26.8,92,94.3,95.5,67.1,57.9,74.2,72.2,70,50
Guatemala,2024,62.4,38.8,22.8,27.9,91.3,93.7,87.5,66.4,50.4,74.6,75,70,50
Guatemala,2023,62.7,39.2,28.5,24.9,91.7,94,85.8,65.8,50.1,77.4,74.6,70,50
Guatemala,2022,63.2,39.8,26.5,36.9,91.5,94,83.3,62.1,50.3,79.3,75,70,50
Guatemala,2021,64,43.2,30.1,32.6,91.8,94.8,92.1,61.5,48.5,77.7,75.6,70,50
Guatemala,2020,64,45.5,29.6,32.2,79.2,95.6,95.7,62.6,48.4,77.4,82.2,70,50
Guatemala,2019,62.6,40.3,26.4,32.3,79.2,95.6,96.2,53.6,48.7,77,82.2,70,50
Guatemala,2018,63.4,40.4,27.3,33.1,79.2,95.3,95.3,57.3,48.3,77.6,87.2,70,50
Guatemala,2017,63,45,27.5,27.8,79.2,94.8,93.5,58.7,48.2,79.4,87,65,50
Guatemala,2016,61.8,20,32,N/A,79.1,94.3,N/A,62.5,50.9,77.9,86.4,65,50
Guatemala,2015,60.4,20,29,N/A,79.6,94.1,N/A,54.7,50.6,76.8,84.6,65,50
Guatemala,2014,61.2,25,28.7,N/A,79.6,93.6,N/A,58.4,49.3,76.7,85.4,65,50
Guatemala,2013,60,30,27,N/A,79.6,93.6,N/A,50.8,48.7,75.5,85.2,60,50
Guatemala,2012,60.9,30,32,N/A,79.6,93.9,N/A,48.5,53.5,77.3,84.6,60,50
Guatemala,2011,61.9,35,34,N/A,79.5,94.4,N/A,52.1,53.4,76.4,84.6,60,50
Guatemala,2010,61,35,31,N/A,79.3,93.9,N/A,52.5,54.3,70.2,84,60,50
Guatemala,2009,59.4,30,28,N/A,79.4,93.5,N/A,54.1,57.3,73.3,78.4,50,50
Guatemala,2008,59.8,30,26,N/A,79.9,95.9,N/A,54.6,60,72.9,78.4,50,50
Guatemala,2007,60.5,30,25,N/A,79.8,96.1,N/A,52.3,59.6,71.6,80.2,50,60
Guatemala,2006,59.1,30,22,N/A,79.7,94.6,N/A,49.2,62.4,78.1,75.2,50,50
Guatemala,2005,59.5,30,24,N/A,77,95.4,N/A,55,60.6,79.1,73.4,30,70
Guatemala,2004,59.6,30,25,N/A,79.8,95,N/A,55,N/A,77.4,73.8,30,70
Guatemala,2003,62.3,30,29,N/A,79.8,95.5,N/A,55,N/A,78.3,73.4,50,70
Guatemala,2002,62.3,30,32,N/A,79.8,95.7,N/A,55,N/A,74.7,73.6,50,70
Guatemala,2001,65.1,50,32,N/A,86.7,94.9,N/A,55,N/A,74.8,72.6,50,70
Guatemala,2000,64.3,50,31,N/A,82.7,96.4,N/A,55,N/A,72.2,71.8,50,70
Guatemala,1999,66.2,50,50,N/A,84,97.3,N/A,55,N/A,70.4,69,50,70
Guatemala,1998,65.8,50,50,N/A,81.4,97.3,N/A,55,N/A,69.6,69,50,70
Guatemala,1997,65.7,50,50,N/A,81.5,97.5,N/A,55,N/A,70.7,67,50,70
Guatemala,1996,63.7,50,50,N/A,84.1,96.6,N/A,55,N/A,69,69,50,50
Guatemala,1995,62,50,50,N/A,86.8,96.6,N/A,55,N/A,66.9,52.4,50,50
Guyana,2025,58.2,48.2,38.6,48.3,76.9,83.6,39.7,71.1,76.7,76,54,55,30
Guyana,2024,57.3,46.8,39.2,48.3,74.9,80.2,25.8,70.9,76.7,75.5,64.4,55,30
Guyana,2023,56.9,46.7,47.1,40.2,73.2,76,39,67.1,73.8,79.6,55,55,30
Guyana,2022,59.5,46.9,41.5,47.4,67.5,74.8,67.4,63.1,67.3,83.3,69.4,55,30
Guyana,2021,57.4,44.9,38.5,40.4,64.6,77.3,69.8,58.2,62.1,81.3,66.8,55,30
Guyana,2020,56.2,53.6,34.1,42.6,66,64.4,58.6,58.9,62.1,82.5,66.8,55,30
Guyana,2019,56.8,41.7,33.2,42.9,67,69.4,77.6,59.3,62,76.9,66.8,55,30
Guyana,2018,58.7,42.1,34.8,42.5,68.4,70.8,73.8,60.3,70.5,79.3,71.5,60,30
Guyana,2017,58.5,37.7,33.9,34.1,68,72.8,80.9,63.2,70.9,79.8,70.7,60,30
Guyana,2016,55.4,30,30,N/A,68.7,73.1,N/A,63,70.7,77.4,70.8,40,30
Guyana,2015,55.5,25,27,N/A,68.7,70.8,N/A,63.8,74.5,78.4,72,45,30
Guyana,2014,55.7,30,24.4,N/A,68.4,71.8,N/A,64.3,72.6,78.1,72,45,30
Guyana,2013,53.8,30,25,N/A,67.9,61.1,N/A,66.3,75.4,75.9,71.2,35,30
Guyana,2012,51.3,30,27,N/A,64,52,N/A,65.5,65.3,77.4,71.5,30,30
Guyana,2011,49.4,30,26,N/A,64.6,29.1,N/A,66.8,60.3,75.8,71.3,30,40
Guyana,2010,48.4,35,26,N/A,55.9,26.2,N/A,63.4,65.2,71,71.3,30,40
Guyana,2009,48.4,40,26,N/A,66.5,3.2,N/A,60.9,65.2,69.6,72.6,40,40
Guyana,2008,48.8,40,25,N/A,67.3,16,N/A,56.6,63.1,73.9,65.8,40,40
Guyana,2007,53.7,40,25,N/A,67.1,34.3,N/A,57,62.5,74.1,67,50,60
Guyana,2006,56.6,50,30,N/A,60.3,41.7,N/A,56.9,62.9,80.7,63.8,50,70
Guyana,2005,56.5,50,30,N/A,60.3,43,N/A,55,62.5,80.1,63.8,50,70
Guyana,2004,53,50,30,N/A,60.9,14.5,N/A,55,N/A,81.1,65.2,50,70
Guyana,2003,50.3,50,30,N/A,60.3,7.9,N/A,55,N/A,82.4,66.8,50,50
Guyana,2002,54.3,50,30,N/A,60.9,47.1,N/A,55,N/A,79.1,66.8,50,50
Guyana,2001,53.3,50,30,N/A,60.3,54.4,N/A,55,N/A,79,51,50,50
Guyana,2000,52.4,50,30,N/A,59.9,44.5,N/A,55,N/A,81.4,51,50,50
Guyana,1999,53.3,50,30,N/A,58.3,54.6,N/A,55,N/A,80.5,51,50,50
Guyana,1998,52.7,50,30,N/A,58.9,53.7,N/A,55,N/A,76.2,51,50,50
Guyana,1997,53.2,50,30,N/A,59.8,61.8,N/A,55,N/A,72.9,49.8,50,50
Guyana,1996,50.1,50,30,N/A,55.9,37.3,N/A,55,N/A,71.5,51,50,50
Guyana,1995,45.7,50,10,N/A,55.8,30.3,N/A,55,N/A,64,66,50,30
Haiti,2025,46.1,10.7,13,16.7,81.7,98.1,96.6,33.3,54.9,41.2,66.4,20,20
Haiti,2024,48.2,12,12.5,17.5,81.7,97.5,89.9,32.4,55.1,53.8,66.4,30,30
Haiti,2023,49.9,23.2,18.5,15.8,81.7,96.8,90,33.4,55.1,58.3,66.5,30,30
Haiti,2022,50,24.1,14.3,18.6,81.5,97,94.8,33.5,54.7,56.2,65.4,30,30
Haiti,2021,50.8,12.6,22,15.1,80.2,91.3,92.9,33,62.1,59.7,65.4,45,30
Haiti,2020,52.3,16.4,22.3,23.3,80.2,89.4,96.3,33.6,62.3,61.5,67,45,30
Haiti,2019,52.7,10.4,20.3,25.3,79.9,88.3,95.9,36.2,62.6,66.5,72,45,30
Haiti,2018,55.8,25.1,24.6,42.5,80.1,85.6,83.6,48.3,64.1,68.9,71.9,45,30
Haiti,2017,49.6,12.6,19.1,25.1,80.3,81,51.8,49.4,62.1,73.8,70.6,40,30
Haiti,2016,51.3,10,19,N/A,80.5,76.4,N/A,47.1,62,76,72,40,30
Haiti,2015,51.3,10,19,N/A,80.3,76.2,N/A,43.1,63.7,73.5,77.6,40,30
Haiti,2014,48.9,10,16.9,N/A,80.3,66.3,N/A,33.3,68.5,73.6,70.4,40,30
Haiti,2013,48.1,10,18,N/A,80.7,66.3,N/A,33.4,63.6,74.2,74.8,30,30
Haiti,2012,50.7,10,22,N/A,80.6,85.3,N/A,33.3,65.4,76,74.8,30,30
Haiti,2011,52.1,10,18,N/A,80.9,90.1,N/A,37.5,76.4,73.7,74.8,30,30
Haiti,2010,50.8,10,14,N/A,81.5,91.3,N/A,36,69.2,67.1,79.1,30,30
Haiti,2009,50.5,10,16,N/A,77.9,93.8,N/A,37.7,61.2,69,79.4,30,30
Haiti,2008,49,10,18,N/A,77.8,93.2,N/A,35.8,62.6,65.3,67,30,30
Haiti,2007,51.4,10,18,N/A,78,95.2,N/A,38.6,62.6,62.2,79.2,30,40
Haiti,2006,49.2,10,15,N/A,78,93.2,N/A,36.2,62.2,58.6,79.2,30,30
Haiti,2005,48.4,10,15,N/A,78.1,96.3,N/A,40,61.9,55.4,67,30,30
Haiti,2004,51.2,10,22,N/A,78.2,96.9,N/A,40,N/A,68.7,65,30,50
Haiti,2003,50.6,10,10,N/A,78.4,96.7,N/A,40,N/A,66.7,73.2,30,50
Haiti,2002,47.9,10,10,N/A,78.3,95.7,N/A,40,N/A,67.9,68.8,30,30
Haiti,2001,47.1,10,10,N/A,78.3,95.7,N/A,40,N/A,64.7,65,30,30
Haiti,2000,45.7,10,10,N/A,78.3,90.3,N/A,40,N/A,61.4,61.8,30,30
Haiti,1999,45.9,10,10,N/A,78.4,97.2,N/A,40,N/A,55.8,61.8,30,30
Haiti,1998,45.7,10,10,N/A,78.5,96.6,N/A,40,N/A,54,61.8,30,30
Haiti,1997,45.8,10,10,N/A,78.7,98.7,N/A,40,N/A,50,65,30,30
Haiti,1996,41,10,10,N/A,78.6,97.7,N/A,40,N/A,47.5,65,10,10
Haiti,1995,43,10,10,N/A,78.6,95.5,N/A,40,N/A,52.8,80,10,10
Honduras,2025,59.6,38.1,25.1,27.1,84.5,79.2,94.8,65,38.8,68.2,69.4,65,60
Honduras,2024,58.6,37.5,21.3,27.7,83,78.6,88.8,64.5,38.7,67.7,70.4,65,60
Honduras,2023,58.7,38.3,29,23.4,83.8,77.5,84.4,60.8,38.4,72,71.6,65,60
Honduras,2022,59.5,40.3,25.4,29,82.7,78.7,92.1,56.9,39.1,72.7,71.6,65,60
Honduras,2021,59.8,45.5,29.1,36,82.2,79.3,96.7,48.7,32,71.8,71.8,65,60
Honduras,2020,61.1,48.6,28.6,34.2,82.3,78.2,96.7,56.7,31.5,72.2,79.4,65,60
Honduras,2019,60.2,43.4,25.3,31,82.8,78.2,95.9,56.9,32,73,79.4,65,60
Honduras,2018,60.6,44.3,28.2,34.5,82.8,76.6,87.4,58.5,31.9,73.8,84.4,65,60
Honduras,2017,58.8,45,32.2,38.2,83.3,74.7,64.1,56.9,31.2,77.3,78.4,65,60
Honduras,2016,57.7,30,29,N/A,84.2,72,N/A,58,31,74.8,78.4,60,60
Honduras,2015,57.4,30,26,N/A,84.9,78.7,N/A,53.2,28,75.4,77.6,60,60
